household_email	appliance_number	manufacturer_name	model	appliance_type	air_handler_types	eer	energy_source	hspf	seer	energy_source	capacity	temperature	btu
ttegarden@toughzap.com	1	Rapbanollax Holdings Corp.	Parzapefistor	Water Heater						Gas	39.3	144	4656
ttegarden@toughzap.com	2	Uptumistor WorldWide	Qwitumamex	Air Handler	heater		Electric						2825
ttegarden@toughzap.com	3	Trutumegantor WorldWide	Dopcadimar	Air Handler	heater,heatpump		Electric	23.7	39.7				4969
ttegarden@toughzap.com	4	Rewerpedan WorldWide Group	Barcadplex	Air Handler	heatpump			24.8	59.0				3491
ttegarden@zencorporation.com	1	Monsipan Holdings Inc		Air Handler	heater		Gas						10267
tthreets@scotfind.com	1	Unhupicazz International Inc	Thrufropupantor	Air Handler	heater		Gas						12667
tthyberg@year-job.com	1	Cipmunonover Holdings		Water Heater						Electric	64.6	96	6064
tthyberg@year-job.com	2	Qwicadegazz Holdings Group	Klidimimicator	Air Handler	heatpump,heater		Gas	15.5	33.8				8671
tthyberg@year-job.com	3	Thruvenor	Aderazz	Air Handler	air_conditioner	1.6							3304
tthyberg@year-job.com	4	Emtanor International Corp.	Upzapower	Air Handler	air_conditioner	2.5							7110
ttillotson@betasoloin.com	1	Barjubentor Corp.		Air Handler	air_conditioner	4.5							21306
ttoelkes@y-corporation.com	1	Unnipplentor International	Zeetanexower	Air Handler	air_conditioner	7.3							10574
ttoelkes@y-corporation.com	2	Rapjubepower WorldWide		Air Handler	air_conditioner	2.3							5925
ttoelkes@y-corporation.com	3	Trupebin Holdings Group	Rapvenower	Water Heater						Gas	10.0	100	7551
ttolfree@golddex.com	1	Endjubupover International Company		Air Handler	heater,air_conditioner	3.5	Gas						7172
ttolfree@golddex.com	2	Tuperepan WorldWide	Emwerpower	Air Handler	heater		Gas						5517
ttolfree@golddex.com	3	Unzapicicator Holdings	Renipimicator	Air Handler	air_conditioner	1.6							3300
ttolfree@mathtouch.com	1	Lombanedgan	Barfropegar	Air Handler	air_conditioner	3.5							3210
ttolfree@yearin.com	1	Varsipazz Direct	Grojubanex	Air Handler	heater		Electric						9996
ttomasulo@j-texon.com	1	Varwerpazz Direct	Tupglibax	Air Handler	air_conditioner,heatpump	0.8		23.1	42.4				1686
ttomasulo@j-texon.com	2	Parpickor	Supvenamistor	Air Handler	air_conditioner,heater	0.8	Electric						1717
ttomasulo@j-texon.com	3	Zeekilax	Invenilin	Air Handler	air_conditioner	0.3							1233
ttromblay@streethex.com	1	Monpickex Group	Monnipewar	Air Handler	heatpump			23.6	55.6				13011
ttromblay@streethex.com	2	Qwicadedistor Direct Group	Endsapaquistor	Water Heater						Electric	67.2		12749
ttromblay@streethex.com	3	Trupebistor Inc		Air Handler	air_conditioner	10.0							13129
tupthegrove@blackzim.com	1	Barbanupantor WorldWide	Rapdimedin	Air Handler	heatpump			25.8	48.2				9296
tupthegrove@blackzim.com	2	Unglibicator Corp.	Endwerpicover	Air Handler	heatpump			21.8	37.0				8431
tupthegrove@blackzim.com	3	Truzapazz Direct	Ciptinamentor	Water Heater						Gas	56.8	106	6909
tupthegrove@blackzim.com	4	Tuppickor	Endtumonar	Air Handler	heatpump			24.0	29.6				6824
tvanheusen@funholding.com	1	Parquestilicator WorldWide Corp.	Klimunar	Air Handler	heatpump			22.1	39.8				5977
tvanheusen@funholding.com	2	Fromunar WorldWide Group	Raptaninax	Air Handler	heatpump			19.1	40.3				6522
tvanheusen@funholding.com	3	Fropebex WorldWide	Unvenower	Water Heater						Thermosolar	30.6	211	5343
tvanheusen@j-texon.com	1	Cipvenar Holdings Group	Upglibonover	Air Handler	air_conditioner	5.3							7083
tvarriano@bioholding.com	1	Uptanover Holdings Company	Supwerewover	Air Handler	heatpump			18.6	53.1				5953
tvarriano@bioholding.com	2	Lombanex WorldWide		Air Handler	air_conditioner	4.8							6296
tvarriano@bioholding.com	3	Supnipegistor Direct	Indimicicator	Air Handler	heater		Gas						5751
tvarriano@hottechi.com	1	Grofropistor Direct Company		Water Heater						Gas	100.9	156	5155
tvarriano@hottechi.com	2	Monkilower Direct	Upmunazz	Air Handler	heater,air_conditioner	6.4	Fuel Oil						8113
tvarriano@hottechi.com	3	Adveninentor Inc	Doptinedgin	Air Handler	heatpump			20.9	45.9				5733
tvenere@zoomit.com	1	Vartumackicator Company	Adquestonazz	Air Handler	heater		Electric						3153
tvenere@zoomit.com	2	Frowerpexentor Direct	Upquestazz	Air Handler	air_conditioner,heatpump	2.5		26.2	50.7				7580
tvenere@zoomit.com	3	Truwerentor WorldWide Corp.	Lompebentor	Air Handler	heatpump			24.2	30.4				7144
tvizarro@plussunin.com	1	Bartinistor WorldWide	Endquestupar	Air Handler	air_conditioner	4.0							8766
tvonasek@dontechi.com	1	Qwiwerpantor Holdings Company	Insapedor	Air Handler	heater		Gas						10456
twaymire@hatfan.com	1	Klidudazz International	Varfropicor	Water Heater						Electric	12.4	158	18643
twaymire@plusstrip.com	1	Truzapazz Direct	Grobanopan	Air Handler	air_conditioner,heater	12.4	Gas						11325
tweglarz@golddex.com	1	Adzapex Direct Group	Cipsapollistor	Air Handler	heater,heatpump		Electric	23.2	50.4				9116
tweglarz@zathunicon.com	1	Rapjubepower WorldWide	Supvenamistor	Air Handler	heater		Electric						11063
tweight@y-corporation.com	1	Dopnipan WorldWide Company		Air Handler	heatpump			24.6	49.0				5256
tweight@y-corporation.com	2	Unmunilar Holdings	Adwerpommar	Air Handler	heater		Electric						6135
tweight@y-corporation.com	3	Surerommazz International Company	Adpebupicator	Water Heater						Electric	71.7	118	4472
twesterbeck@toughzap.com	1	Klibanicator	Inweran	Air Handler	heater		Electric						10620
twiklund@plusstrip.com	1	Rapbanollax Holdings Corp.	Infropazz	Air Handler	heatpump			21.0	61.6				10163
twiklund@plusstrip.com	2	Bartanefin International	Hapdimommin	Air Handler	heatpump			15.4	42.2				6756
twiklund@plusstrip.com	3	Uppickin	Parwerinantor	Air Handler	heater		Electric						6891
tyglesias@kinnamplus.com	1	Surzapommor Direct		Water Heater						Gas	19.2	90	20193
tyum@yearin.com	1	Incadan International	Groglibefazz	Air Handler	air_conditioner	3.8							8663
tyum@yearin.com	2	Cipquestonax Holdings	Adtinefor	Air Handler	heatpump,air_conditioner	20.1		26.2	37.7				13189
tyum@yearin.com	3	Rapkilantor International Group	Grofropplin	Water Heater						Gas	18.6	190	7449
vangalich@konex.com	1	Unbanollentor WorldWide Group	Tiptumentor	Water Heater						Gas	21.5		10550
vangalich@plexzap.com	1	Unwerpegicator WorldWide	Emnipefover	Air Handler	air_conditioner	1.4							6051
vangalich@plexzap.com	2	Monhupinor Direct Inc	Uneraquower	Air Handler	heatpump			22.1	43.7				5596
vangalich@plexzap.com	3	Varfropanax Holdings Corp.	Surhupadax	Air Handler	heater		Electric						6091
varias@labdrill.com	1	Truglibazz Direct	Upjubedgan	Water Heater						Electric	31.4	122	5777
varias@labdrill.com	2	Cippebollower WorldWide	Adsipanax	Air Handler	air_conditioner	1.9							5341
varias@labdrill.com	3	Tupfropilower WorldWide	Truzapegazz	Air Handler	heatpump			23.0	25.1				5723
vbarfield@xx-zobam.com	1	Raprobower International	Tipfropopower	Water Heater						Electric	68.3		6840
vbarfield@xx-zobam.com	2	Inweristor WorldWide	Parerackor	Air Handler	heater		Gas						6417
vbarfield@xx-zobam.com	3	Qwicadplentor Holdings	Froquestepar	Water Heater						Electric	49.6	225	7323
vbarfield@xx-zobam.com	4	Tupwerpin WorldWide	Truhupegin	Air Handler	heater		Electric						6913
vbarfield@xx-zobam.com	5	Winfropanover International	Winvenilower	Air Handler	heatpump			24.5	20.0				6030
vbarfield@xx-zobam.com	6	Dopjubimex International	Thrufropepover	Air Handler	air_conditioner	1.5							6060
vbiddy@warephase.com	1	Unpickex Direct	Truzapicator	Air Handler	heatpump			20.2	64.3				5848
vbiddy@warephase.com	2	Inpebepantor Direct Company	Varrobar	Air Handler	air_conditioner,heater	3.6	Electric						10379
vbiddy@warephase.com	3	Emwerpicator Inc		Air Handler	heater		Electric						8717
vbiddy@warephase.com	4	Klizapin	Supsapinex	Water Heater						Gas	11.1	122	8456
vbiddy@warephase.com	5	Qwihupor Direct Group	Suphupewicator	Water Heater						Gas	10.9	118	6995
vbiddy@warephase.com	6	Supsapedicator Holdings		Water Heater						Electric	14.6		8024
vbirkner@bioplex.com	1	Qwizaponover		Air Handler	heater		Electric						13654
vbitsuie@funholding.com	1	Rekilantor Group		Air Handler	air_conditioner	5.1							6946
vblackwood@konex.com	1	Dopveninentor Holdings	Tipfropopin	Air Handler	air_conditioner,heatpump	4.9		11.8	62.3				14462
vblackwood@konex.com	2	Cipsipentor WorldWide		Air Handler	heatpump			30.5	47.4				6641
vblackwood@konex.com	3	Repebilover	Lomnipegax	Water Heater						Gas	90.7		6943
vblackwood@konex.com	4	Zeetanex International		Air Handler	heatpump,air_conditioner	10.9		21.8	55.9				13790
vblackwood@konex.com	5	Lomdimefentor Direct	Endwerover	Air Handler	heater		Electric						7089
vblackwood@konex.com	6	Empickadin	Addudicax	Air Handler	heatpump			31.0	52.7				7396
vblackwood@rantouch.com	1	Incadex		Air Handler	heatpump			23.1	40.9				13991
vblackwood@rantouch.com	2	Parhupar	Varcadantor	Air Handler	air_conditioner	3.6							11128
vblackwood@rantouch.com	3	Parfropazz Direct	Uphupentor	Air Handler	heatpump			21.5	45.8				11066
vbookamer@domzoom.com	1	Vartumackicator Company	Pardimimar	Water Heater						Electric	40.5	192	3775
vbookamer@domzoom.com	2	Tupfropazz Holdings Corp.		Air Handler	heatpump,heater		Gas	27.3	64.2				6094
vbookamer@domzoom.com	3	Hapdudower Holdings Company	Redimplar	Water Heater						Electric	84.7	150	4442
vbookamer@domzoom.com	4	Sursapplex WorldWide		Air Handler	air_conditioner	1.2							5052
vbourbon@labdrill.com	1	Suptanantor Group	Vardimicator	Air Handler	heatpump,air_conditioner	2.5		21.8	47.6				8386
vbourbon@labdrill.com	2	Barpebistor WorldWide	Surzapanentor	Air Handler	heatpump			24.5	38.5				3758
vbourbon@labdrill.com	3	Barquestan Inc	Tupnipegower	Air Handler	heater		Electric						5494
vbourbon@labdrill.com	4	Winquestonin Direct Group	Monzapax	Air Handler	heater		Gas						4601
vbrideau@funholding.com	1	Klitinilantor WorldWide Inc	Tipcadollax	Air Handler	air_conditioner	8.2							8676
vbrideau@funholding.com	2	Unpebewin Direct Corp.	Qwimunax	Air Handler	heater,air_conditioner	7.4	Electric						15639
vbrideau@funholding.com	3	Thrucadantor WorldWide		Air Handler	heater		Gas						8582
vbrossart@dontechi.com	1	Happickicator Direct	Hapmunedgex	Air Handler	air_conditioner	1.7							5317
vbrossart@dontechi.com	2	Barsipicar Holdings Inc	Zeetumazz	Water Heater						Thermosolar	17.8		6720
vbrossart@dontechi.com	3	Unrobexower Corp.	Gronipewistor	Water Heater						Thermosolar	38.2	123	7005
vbrossart@dontechi.com	4	Tuperar Direct		Air Handler	heatpump			21.0	32.8				6873
vbrossart@dontechi.com	5	Zeetinexower International	Inbanewantor	Water Heater						Gas	76.2		4481
vbrossart@dontechi.com	6	Raptanonan	Qwipebinar	Air Handler	heater		Electric						8083
vbrossart@dontechi.com	7	Partumax Direct Group	Surmunentor	Air Handler	air_conditioner,heatpump	4.5		20.1	46.6				11045
vbrossart@konmatfix.com	1	Cipnipefistor International	Tippebicator	Air Handler	air_conditioner	3.6							8289
vbrossart@konmatfix.com	2	Trupebeficator Direct Company	Emsipar	Air Handler	heatpump			16.3	53.0				11176
vbrossart@konmatfix.com	3	Dopnipicar	Endpebackin	Air Handler	heatpump			24.4	35.5				8977
vbrossart@konmatfix.com	4	Endpickower Group	Froquestplax	Water Heater						Thermosolar	34.7	143	10222
vbrossart@konmatfix.com	5	Inkilazz Corp.		Air Handler	heatpump			22.5	43.4				9797
vbrossart@konmatfix.com	6	Dopnipicar	Wintumackazz	Water Heater						Gas	32.3	218	7104
vbrossart@konmatfix.com	7	Insipollover Holdings	Inwerpplistor	Air Handler	air_conditioner	2.0							9556
vbrossart@konmatfix.com	8	Cipwerpower WorldWide Company		Air Handler	heater		Gas						9946
vbrossart@konmatfix.com	9	Growerex	Qwicadackentor	Air Handler	heatpump			18.2	38.8				10393
vbrucato@zotware.com	1	Barwerackazz WorldWide Group	Mondudupar	Water Heater						Electric	80.0	94	9752
vbuzick@streethex.com	1	Cipvenar Holdings Group		Air Handler	heatpump			21.2	34.3				12778
vcampain@sumace.com	1	Doptanonantor WorldWide	Dopnipamar	Air Handler	heatpump			18.1	58.6				8999
vcantres@year-job.com	1	Renipin	Lombanommax	Air Handler	heatpump			27.2	37.7				5705
vcantres@year-job.com	2	Insipollover Holdings	Supwerpegex	Air Handler	heater		Electric						6726
vcantres@year-job.com	3	Dopwerpentor Direct Corp.	Unnipimentor	Air Handler	air_conditioner	4.9							5651
vcantres@year-job.com	4	Rerobex	Cipbanex	Air Handler	heater		Electric						4427
vcantres@year-job.com	5	Dopmunazz	Varpebepower	Air Handler	heatpump,heater,air_conditioner	13.4	Gas	22.6	48.2				8586
vcantres@year-job.com	6	Tupdudower	Cippebilan	Air Handler	air_conditioner	4.9							4291
vcantres@year-job.com	7	Winquestedgazz Inc	Monkilistor	Water Heater						Gas	28.7	159	5225
vcantres@year-job.com	8	Unpickewex	Truhupinan	Air Handler	heatpump,heater		Gas	29.1	32.5				8725
vcantres@year-job.com	9	Lomtumower Holdings Corp.		Air Handler	heatpump			20.1	51.3				5457
vcantres@yearin.com	1	Emsapower WorldWide	Thrutanollan	Air Handler	heater		Electric						5683
vcantres@yearin.com	2	Inmunplantor		Air Handler	heatpump			24.0	47.0				6160
vcantres@yearin.com	3	Rapvenex Direct Corp.		Air Handler	air_conditioner	7.3							4571
vcartan@ganjaflex.com	1	Truzapar Holdings Corp.	Kliwerpedgan	Air Handler	heater,air_conditioner	8.4	Gas						8808
vcentini@sonron.com	1	Trusipplex International		Water Heater						Electric	19.0		3783
vcentini@sonron.com	2	Zeebanar	Supjubimover	Air Handler	air_conditioner	3.5							3340
vcentini@sonron.com	3	Parfropazz Direct	Monpickollower	Air Handler	heater		Gas						2420
vchui@yearin.com	1	Rapnipegex International	Indimefax	Air Handler	air_conditioner	9.0							21759
vcolaizzo@codehow.com	1	Klidudazz International	Parhupar	Air Handler	heatpump			32.4	33.9				10820
vcolaizzo@codehow.com	2	Hapkilantor	Inquestilax	Air Handler	heatpump			18.9	36.5				6166
vcolaizzo@codehow.com	3	Partinedin	Qwikililar	Water Heater						Electric	15.6	119	7318
vcolaizzo@codehow.com	4	Varpickefentor WorldWide	Doptanover	Air Handler	air_conditioner	3.4							10076
vcoody@warephase.com	1	Varwerilicator	Undimupan	Air Handler	air_conditioner	1.0							4508
vcoody@warephase.com	2	Barsipicator WorldWide	Grotanilover	Air Handler	air_conditioner	1.1							4069
vcoody@warephase.com	3	Cippebistor International	Pardudewantor	Air Handler	heatpump,heater,air_conditioner	5.8	Electric	24.6	46.4				7919
vcoody@warephase.com	4	Tuprobollicator WorldWide	Kliwerpopin	Water Heater						Gas	54.7	148	2455
vcookey@donware.com	1	Uprobantor	Monnipexantor	Air Handler	air_conditioner	1.2							4547
vcookey@donware.com	2	Grocadollan International		Air Handler	heatpump			20.1	43.4				5270
vcookey@donware.com	3	Trubanantor WorldWide		Air Handler	heatpump,heater		Electric	22.6	41.7				6879
vcookey@gogozoom.com	1	Dopkilaquazz Group	Barerimantor	Air Handler	heatpump			26.7	55.8				15883
vcorbley@sunnamplex.com	1	Undudower WorldWide	Endcadicazz	Air Handler	air_conditioner	5.1							5713
vcorbley@sunnamplex.com	2	Frofropentor Holdings	Enderamover	Air Handler	heater		Electric						6459
vcorbley@sunnamplex.com	3	Tuprobollicator WorldWide	Winkilentor	Air Handler	heatpump			25.4	50.2				6746
vcorbley@sunnamplex.com	4	Lomjubplower	Qwinipar	Air Handler	air_conditioner	3.0							5820
vcorrington@ganjaflex.com	1	Bareredgantor Holdings Group	Endsipollin	Water Heater						Gas	72.0	125	11763
vcraghead@golddex.com	1	Unsipedover WorldWide	Unwerpar	Air Handler	heatpump			16.5	48.3				7440
vcraghead@golddex.com	2	Zeedimefantor International Company	Trusipex	Air Handler	heater		Electric						5523
vcraghead@golddex.com	3	Montanex International	Thruweronistor	Air Handler	heater		Electric						6234
vcraghead@golddex.com	4	Parnipan Holdings		Air Handler	heatpump			27.2	43.3				6881
vcronauer@green-plus.com	1	Varkilamover WorldWide	Hapbanefover	Air Handler	heatpump			21.0	31.5				9834
vcrupi@lexiqvolax.com	1	Sursapplex WorldWide	Hapzapaquentor	Air Handler	heatpump			19.8	34.9				8766
vdeleo@fasehatice.com	1	Varquestentor Direct	Emkilicator	Air Handler	heater,air_conditioner	6.7	Electric						10611
vdewar@konex.com	1	Monzapupin Direct Company	Winsipower	Water Heater						Electric	34.5	94	9741
vdewar@konex.com	2	Winpickentor WorldWide Group	Wintanicator	Air Handler	heatpump			23.3	45.3				9114
vdewar@konex.com	3	Cippebistor International	Reglibaquan	Air Handler	air_conditioner	13.7							8771
vdinos@treequote.com	1	Unquestewan Direct	Hapquestonower	Air Handler	heatpump			18.8	35.2				4704
vdinos@treequote.com	2	Grodimefantor		Air Handler	air_conditioner	2.2							3615
vdinos@treequote.com	3	Tippickopin Direct	Tipniponar	Air Handler	heater,air_conditioner	2.5	Gas						6507
vdinos@treequote.com	4	Dopnipedower International	Rappickexentor	Air Handler	air_conditioner,heater,heatpump	2.6	Electric	21.2	42.5				5762
vdopico@iselectrics.com	1	Fromunommower Holdings Group		Air Handler	heater		Electric						15582
vdrymon@dontechi.com	1	Surkilimentor Company	Trumunegor	Air Handler	heater		Electric						12273
vfarrow@mathtouch.com	1	Varquestentor Direct	Zeecadedentor	Water Heater						Gas	16.9	166	10648
vfarrow@mathtouch.com	2	Uneran International	Upmunplicator	Water Heater						Gas	38.2	111	9779
vfarrow@mathtouch.com	3	Supsipplower	Lomrobegar	Air Handler	heatpump			22.5	42.0				10408
vfishburne@fasehatice.com	1	Wintumower	Thrubanex	Air Handler	heater		Electric						8723
vfishburne@fasehatice.com	2	Rapjubepower WorldWide	Varcadegistor	Air Handler	heatpump			22.3	31.5				8283
vfishburne@fasehatice.com	3	Thrutanower	Thrupickaquan	Water Heater						Electric	37.7	91	8029
vfishburne@fasehatice.com	4	Suppickantor Holdings	Tupdimegantor	Air Handler	air_conditioner,heatpump	3.8		23.1	45.0				9991
vflosi@scotfind.com	1	Resapollower Holdings	Empebadazz	Water Heater						Gas	53.5	101	8426
vflosi@scotfind.com	2	Barvenar Inc	Hapdimadover	Air Handler	air_conditioner	4.8							13601
vflosi@scotfind.com	3	Varkilantor International	Grodimollan	Air Handler	air_conditioner	4.5							11046
vflosi@scotfind.com	4	Cipfropax	Cipquestadan	Air Handler	air_conditioner	4.2							12973
vfredicks@iselectrics.com	1	Partumax Direct Group	Winjubicower	Air Handler	heatpump			24.7	50.0				9994
vgato@golddex.com	1	Ciperepazz Direct Inc	Winjubupin	Air Handler	heatpump			21.5	37.1				15947
vgehrett@golddex.com	1	Superistor Corp.	Dopcadar	Air Handler	heatpump			22.4	35.4				4357
vgehrett@golddex.com	2	Qwizaponover	Varpebexin	Air Handler	heatpump,air_conditioner	1.8		22.1	37.9				4779
vgehrett@golddex.com	3	Qwikilentor	Lomcadexex	Air Handler	air_conditioner	1.0							5968
vgesick@groovestreet.com	1	Barglibedgover		Air Handler	air_conditioner	4.1							5025
vgesick@groovestreet.com	2	Emtanollistor	Grozapan	Air Handler	air_conditioner	2.3							6687
vgesick@groovestreet.com	3	Tiperimor International	Winrobantor	Air Handler	heatpump			27.0	52.1				5766
vgesick@groovestreet.com	4	Barvenar Inc	Supglibadar	Water Heater						Gas	31.1	92	6556
vgoldammer@isdom.com	1	Lomtumower Holdings Corp.	Inwerpax	Air Handler	heatpump			24.2	51.6				19484
vgreenbush@ron-tech.com	1	Bartinistor WorldWide	Supnipommazz	Air Handler	heatpump			18.4	51.1				5844
vgreenbush@ron-tech.com	2	Klisapeficator International Company		Air Handler	heater		Electric						8431
vgreenbush@ron-tech.com	3	Dophupentor Direct Company	Varcadonicator	Air Handler	air_conditioner	2.2							5329
